,date,body
121,2019-10-31,"  My acupuncturist and staff are all bilingual, speaking both English and Spanish. Almost always while I'm sitting in the waiting room, the staff will converse with one another in Spanish like they're the only ones in the room.Once, a patient came in, and the receptionist didn't recognize the person. She asked the patient her name in English. Once the receptionist realized she knew the patient and the patient spoke Spanish, the remainder of the conversation was in Spanish despite the fact that the woman spoke clear English.Another time, one of the staff pointed to something on the receptionist's computer screen and spoke in Spanish to the receptionist, and I could see she was showing the receptionist how to do something on the computer. In addition, if any of the staff needs to speak with the doctor during my treatment, Spanish is spoken.I feel the only time the staff should speak Spanish is when a patient doesn't speak or understand English. What do you think about this? -- 'T    'T: What I think is that you should address your concerns to the person whose acupuncture practice it is. Explain that it makes you feel uncomfortable and isolated when his or her employees do this in front of you. And if you are not satisfied with the response you receive, change acupuncturists."
122,2019-11-1,"  I work and have a family and live five hours from where I grew up. My mom isn't in the best health and neither is her husband. While I try to visit as often as I can, she always wants me to visit more often, which I understand.The problem is, she keeps asking us to leave our 5-year-old son with her for long weekends or to spend a week with her and her husband. They are good people, but both have physical limitations.Would I let my son stay with them if one of them was still in good health? Yes. It is hard for me to explain to her my concern that my son would be too much for them to deal with at this point. If she has a series of good days, great. If she doesn't, we would have a problem, and I'd have to drive back to deal with it.I have tried explaining nicely, and then other times more directly, that it isn't that I don't want her to spend time with her grandchildren. I'm tired of the guilt trips she tries to put on me. I'm also tired of her telling my son to ""talk to your mom about staying with me for a week.""As a child, I was in my son's position, and I know how it affected me. I just wanted to see ""Sara,"" and I thought Mom and Dad were mean for not letting me. I do not want my son to feel that way. He's a child, not a pawn in a game. Can you help me explain to my mom that my concern is for the safety of everyone involved? --     Have a series of talks with your little boy. He needs to understand that, although Grandma loves him and wants him to visit, she is not always well enough to look after him properly if he does, which is why you won't allow it. It isn't his fault, it isn't your fault, and it isn't Grandma's. If Grandma could come to visit you occasionally for a few days, it might give her more time with your boy and be good for both of them."
123,2019-11-1,"  I am a 46-year-old, single gay man. Although I've had a few crushes, I have never been deeply in love. I don't like going out to the bars and, because my town is extremely Catholic, there are only a couple of gay-friendly ones.Is it  to not be actively looking for love? Everyone I know keeps asking me if I have found someone, and I keep telling them I don't believe in love. I'm content. I don't do anything but work, so I always say I never have time.Is there something wrong with being single all your life and not having a significant other? I have my cat to love, as well as my sisters. Does a person have to be with someone if they are content being alone? Yes, I would like to go out, but why does it have to be with a partner? --      If you are comfortable flying solo, it is perfectly acceptable to live your life that way. The people who are telling you otherwise may mean well, but you do not have to take it to heart. Live your life the way you want, do not second guess yourself and don't allow yourself to be pressured. If you are content, you are doing fine."
124,2019-11-2,"  My husband and I have a 22-year-old daughter, ""Cara,"" who is having a relationship with a 65-year-old man, ""Gary."" We do not approve of the relationship.Gary is going through a divorce, and Cara has moved into his rented condo with him. She just graduated from college. She doesn't have a job, has no money and drives an old car. She was always a good student and never did anything wrong. She didn't date much and was a wonderful child. She and Gary have been together for almost six months now.Cara knows we love her but do not approve of the relationship. She also knows that Gary is not welcome in our home. She sees nothing wrong with their relationship. She doesn't socialize with her friends as often as she used to. Gary works full-time and also has a job on weekends. We never speak of him when we talk to our daughter. What is going on? What should we do? When will it end? Where is her head? --      Your daughter -- who didn't date much -- thinks she's in love with Gary. Because she is emotionally involved, she's thinking with her heart, not her head. What you need to do is loosen up.Tell your daughter you and your husband will welcome Gary into your home. And when that happens, get to know him and talk with him about the importance of her getting a job in the field for which she has worked so hard to qualify.Their relationship will end when she finally tires of living with someone who is old enough to be her grandfather, and who has little time to devote to her because he has financial obligations toward his almost-ex-wife. Cross your fingers and hope she grows impatient soon."
125,2019-11-2,"  At my preschooler's concert, another parent asked me to hold a seat for her near the front. I draped a sweater over two seats. Shortly after, another family arrived, and the grandfather of another child removed the sweater, claiming the seats for members of his family who were also absent.Three times I tried to explain that I was holding a seat for a parent with a disability who was having a hard time getting to the auditorium. Each time I was rudely interrupted. The man grabbed me by the shoulder, threatened me and even invited me to settle things outside. He later photographed my wife and children.Not wanting to be that parent who gets into a fight over a seat at a children's event, I backed down. Afterward, though, I did file a report with the police. Now I am deciding whether to press charges.I don't want to overreact, but I have heard from other parents that this man has a tendency to bully. I have always been bothered by stories about violence at kids' events and feel this man crossed a line. Should I? --      If this man behaved as you described and put his hands on you, then you were physically assaulted. If there were other parents who witnessed it and would be willing to testify if you press charges, go ahead and pursue it. When you do, the bully will be in the system the next time he does it to someone."
126,2019-11-3,"  I have been divorced for 26 years. I have been engaged a couple of times since, but never made it back to the altar. My ex-wife has now permanently separated from her second husband. I have helped her financially and emotionally through a couple of stressful situations in the interim due to her second husband.I became available again myself about 18 months ago, so I have been considering inviting her to dinner to help her relax and give her someone to talk to other than family. The problem is, she still seems to regard me as ""the enemy."" She will speak to me, but it's just bare bones conversation. I have never stopped loving her. Should I ask her to dinner or just let things be? --  '    ': I wish you had mentioned what destroyed your marriage 26 years ago. Whatever it was, because your ex still seems to regard you as ""the enemy,"" in spite of the fact that you have helped her financially and emotionally, I don't think what you have in mind is feasible. Sometimes it's safer to love someone from a distance, and this may be one of them."
127,2019-11-3,"  We live in the downstairs apartment of an old Victorian house that has been converted into three separate apartments. We try to be good neighbors and do our part keeping up with our neighborly duties. However, lately we've been finding ourselves the only ones doing our part.Every Sunday evening, we roll out the garbage, recycling and compost bins for the Monday morning pickup. Currently, there is only one other tenant living here, a man who has been here for more than a year. Not once has he bothered to roll out these carts that he uses as well. How should we handle this without coming off as nagging or rude? --   , .  Your neighbor isn't a mind reader. He may think you are doing this as part of your deal with the landlord. If you haven't discussed this with your neighbor, you should. If you do, you may be able to agree on some sort of schedule."
128,2019-11-4,"  I am 7 1/2 months pregnant, living with my fiance, his cousin, his cousin's girlfriend and her little brother, who she has custody of. (He will be 18 in a few months.) I do all the house cleaning and have for the last year and a half. I constantly pick up after them after work.The cousin's girlfriend (""Queen Slob"") is the worst of the bunch. She doesn't clean up after herself at all. She leaves a trail -- drops her purse on the table, doesn't throw away her trash and leaves dirty dishes everywhere. I have tried not picking up after Queen Slob and everyone else, but they are either so dumb or inconsiderate that they don't put two and two together and realize it's not magic and someone is cleaning up after them.How do I nicely express that I'm fed up with being the only one who keeps the house clean without coming off like a crazy pregnant lady? I'm running out of energy. I have been trying to clean for my baby shower, but I'm getting nowhere because every time I clean something, I have to do it again the next day. I also can't get the house ready for the arrival of the baby. It's not going to be fair to my baby if Mommy has to clean up someone's mess before I feed him. Help, Abby! --     You are right that once the baby arrives you won't be able to keep up what you have been doing. If you haven't expressed to your fiance what you have shared with me, it is long overdue. The two of you should convene a meeting of everyone who lives under that roof and set some house rules. If the cousin and his girlfriend won't cooperate, they should move.As to your baby shower, if you have a close friend or relative nearby, it might be more practical to hold it in one of their homes."
129,2019-11-4,"  My 10-year-old son is behaviorally challenged and receives special education services at school. He is in the fourth grade.Since the beginning of the school year he has been bullied by a girl in his class. She intentionally embarrasses him and makes fun of him in front of his classmates or when the teacher isn't looking. His reaction to her bullying gets him in trouble. Unfortunately, they don't see what she's doing that causes it. My son gets put into isolation at school, but seldom does she have any consequences for the bullying because she's discreet.I have talked with his teacher, his counselor, special education coordinator, vice principal and the principal. Their only focus is my son's behavior/reaction. They don't address the issue of the girl bullying him. I tell him to ignore her, tell his teacher, tell the vice principal, but my advice has changed nothing. I don't know what to do. Please help me. --       If I were in your situation, first, I'd keep a record of these instances. Then I would try to talk to the girl's parents. If they were uncooperative, I'd then address my concerns to the school board in my community. And, if nothing changed, I would contact an attorney who specializes in cases of discrimination."
130,2019-11-5,"  I am a woman in my 50s who has been the family ""screw-up"" since I was a teenager. Eighteen months ago, I screwed up in the worst way possible. Without my husband's knowledge, I started robbing Peter to pay Paul with the bills. The end result: I lost us everything (home, vehicle, etc.).He is a good man, and he deserved so much better than what I put him through. He has said he forgives me for everything, but my problem is that I can't forgive myself.We are divorcing now, and I'm struggling to live my life without the man I love (and who still loves me). The divorce was pushed-for right after we lost everything. His adult son paid for it, so he hasn't dropped it. He says he doesn't want to make waves because he's living in his son's guest room. I had to move back in with my dad several states away.We talk daily, but I am still incredibly depressed. I have found a job near where I live now, but I have no medical benefits, so therapy is out of the question (and so is everything else I need to take care of my health). I have worked with mental health patients my whole adult life, so I recognize the symptoms (I have to force myself to perform personal hygiene, I sleep whenever I'm not at work, etc.).Abby, I don't know what to do anymore. There are days when I don't know why I bother continuing on. I feel like I don't deserve to live after what I did to my husband. There is no way I will ever be able to give him back everything I caused him to lose, and that knowledge haunts me every minute of every day. How does someone learn to forgive themselves? --   -  There are options available for individuals who have little or no money and need help with their mental health. I researched what might be available in your community and found there is a university with a department of psychological services. Contact it and inquire if someone in that department might be able to help you. There is also the option of the County Department of Mental Health.Once you are stable again, you can begin to work on forgiving yourself. The problem with being labeled a ""screw-up"" as a teenager is that once the idea is embedded, it can become a self-fulfilling prophecy. Start there."
131,2019-11-5,"  I have a grocery store etiquette question. I become really offended when I'm unloading my groceries onto the conveyor belt at checkout and -- before I'm finished -- another shopper comes up behind me and begins unloading hers. It leaves me not enough room to finish unloading mine! I think it's rude, and it baffles me that so many people do it. Is it impolite to tell them they are being rude? Or is it dangerous these days? --     I   It wouldn't be impolite or dangerous to tell the person behind you that you haven't finished unloading your purchases and to please stop. I do, however, think you should suppress the urge to lecture the person about manners unless you're looking for an argument.If this happens often, talk to the store manager about it. In some businesses there is a mark on the floor indicating where shoppers should stand while waiting for the person ahead to complete his or her purchase."
132,2019-11-6,"  I'm a 19-year-old male and suffer from a predicament. Let's just say my ""package has been delivered undersized."" It is depressing, and it has held me back from going after girls. I decline dates because I feel so self-conscious.Now, people are starting to ask me why I haven't had a girlfriend yet. The truth is, I'm terrified about the reaction I'll get if I ever end up in the bedroom. I'm still a virgin because of this large (yet small) dilemma. Do you have any advice on what I should do to fix this? --        As a matter of fact, I do. Males (and females, too) come in a variety of sizes, and there is a broad range that defines ""normal."" Because this bothers you to the extent that you are afraid of a normal social life, pay a visit to your doctor to have an honest discussion. Size does not necessarily dictate the degree of satisfaction a couple can achieve, and you can take that statement to the bank."
133,2019-11-6,"  My husband and I have been married for only a few months, and I think he is already losing interest. He has stopped saying I love you and hasn't kissed me or given me any affection in weeks. I'm afraid he is falling out of love with me, although I have done everything possible to keep the love flowing. Am I doing something wrong, or am I becoming unattractive? Please tell me what to do, Abby. I really want to save this marriage. --    Rather than try to read your husband's mind or guess the reason for his change in behavior, ask him calmly about it. His change in behavior may have nothing to do with you or the state of your marriage. He may be stressed about something, but you will never know unless you ask."
134,2019-11-7,"  My boyfriend and I have been dating for a year. He's amazing, and I can see myself marrying him and having a family one day. There is only one problem. We are healthy in our arguments  when his job is brought up. He's applying to go into the police academy.I have always told people I would never be with a cop because of my own anxiety. We fight about this all the time, and while I don't ask him to find something else to do, it's kind of implied. I don't mean to be like that (or do I?) because I want him to be happy and do what he wants, but I also am terrified his job won't end well.He asks why I am even dating him, and the honest truth is because he is an amazing man who truly does right by people. I love him. But do you think he is right? Is this something that can be overcome? --         It takes a particular kind of person -- a very strong one -- to marry a partner who is in the military or in law enforcement. The physical danger can create additional stress in relationships.You cannot and should not dictate what your boyfriend's job should be. If he thinks he can find emotional satisfaction in police work -- provided he completes his training -- he should give it a try. If you don't think you can handle the stress of kissing him goodbye and being unsure that he will come home from work, then you are not the woman for him."
135,2019-11-7,"  My friend of 30 years had knee replacement surgery 15 years ago. She is fully recovered, goes to the gym three days each week and walks three miles on the treadmill. She still has (and gets renewed each doctor visit) her handicap parking card. Whenever we go anywhere and park, she always whips out her card and uses the handicap parking spots, even when there are multiple other spots available.She's extremely religious, and I cannot understand how she doesn't realize this is morally wrong. I have spoken to her about it, but she still does it. I am not a perfect person either, but this really bothers me. What do you think? --      I think your friend should be ashamed of herself for abusing the privilege. And I also think the doctor who is aiding and abetting her in this fraud is equally at fault."
136,2019-11-8,"  My companion of many years and I are retired and live a few hours away from some of his family. When one of them plans a visit, she always insists on taking us out for a meal. She doesn't ask if we would like to eat out but rather ""commands"" it. Then she insists on paying for the meal.I enjoy cooking and visiting with family during and after meals. I know what our dietary restrictions are, and most restaurant meals do not meet those requirements, which include low sodium, fat and sugar and no gluten. According to my companion, I'm a good cook, and he enjoys everything I make.I know I should say something, but what? I need a suggestion on how to deal with the situation without hurting anyone's feelings. -- ,    T.B.N.T.: This relative may not mean to seem overbearing and may only be trying to be nice. Thank her warmly for wanting to take you to dinner, but tell her no. Explain that because of medical reasons, both of you must strictly limit the sodium, fat, sugar and gluten in your diet, which is why the two of you have decided it is ""safer"" to eat at home, where you can control what goes into your food. Then invite her to join you because you would love to see her and spend time with her while she's in town."
137,2019-11-8,"  I am in a difficult situation. My dear friends and bosses, ""Rebecca"" and ""Caesar,"" are selling their home. They had offered to sell it to me and, at the time, I was interested in buying it. Then I did the one thing I never thought I would do. I found love. Because it's no longer just me, their house won't work for us. I was honest with my friends. They have been giving me the silent treatment ever since, and it's causing problems at work. What is a girl to do? --        Recognize that Rebecca and Caesar are understandably upset that what they thought would be a quick and easy sale has now become more complicated. Explain to them again that you didn't mean to cause them a problem, but your circumstances changed. And if they continue to take out their disappointment by punishing you at work, look for another job."
138,2019-11-9,"  I have been dating a great guy for two years. We each have two kids from a previous marriage. I am still legally married (separated almost three years) and am in the process of divorcing. My ex is stubborn and vindictive. He's dragging this whole thing out for no good reason other than to spite me.I brought up the issue of moving in together with my boyfriend, but he told me he isn't ready. Clearly, since my divorce isn't final, we aren't getting engaged or married anytime soon, but I think it would be the next logical step in moving forward in our relationship.We see each other every weekend, our kids get along great, and I yearn to blend this already blended family under one roof. I love him, and he says he loves me. He says the fact that I'm still legally married doesn't bother him.I'm  wondering, because after two years he still isn't ready, if he'll ever be ready. What if my divorce isn't final for years? Must I wait until then to be living together?Honestly, I just want to go to bed with him and wake up with him every morning. Should I set myself a time limit for him to move forward, or should I quit now? We get along in every way, and this is the one worry in the back of my mind. --      You and your boyfriend need to have an honest conversation. It's possible he may want to avoid the present drama in your divorce. It's equally possible that he doesn't want to move in together because he likes your relationship just the way it is -- living independently from Monday to Friday while enjoying the pleasure of each other's company on weekends.If this is the case, you need to know that things may not change if and when your husband decides to finalize the divorce. This is something you may also want to discuss with your divorce lawyer. There may be a way to sever the tie that binds. You should not be held captive for years because your spiteful almost-ex is dragging things out."
139,2019-11-9,"  One of my close friends' 37-year-old daughter was recently married. One hundred and fifty people were invited to her wedding, and I was not one of them. I sent a gift to the bride and groom before the wedding. We have been neighbors and close friends of her parents for 25 years. Needless to say, I am hurt.My friend keeps sharing all the particulars and photos with me, which I gush over, but she doesn't realize my heart is broken. I thought we were the best of friends. She has other close friends, and I know them too. They were all at the wedding. I am sad and clueless about why I was snubbed, and I can't get over it. Help! --    It was not your friend's wedding you were eliminated from but her daughter's. If there were 150 guests, half may have come from the groom's side -- friends, relatives, etc. Also, the happy couple may have wanted to include their own contemporaries. Level with your neighbor about how you feel and ask why you were left off the guest list. You may not have been snubbed at all."
140,2019-11-11,"  I have a friend who lived in my home most of the time for about six years. During that period, she rented out rooms in her house. She paid her bills, and I paid mine, but I covered her living off me. At the time, it didn't bother me much because I could afford it, although I would have preferred to save that money.I have since sold that house and bought my dream retirement home in another state. Now, I stay with her, and her renters have moved out. It's unpleasant sometimes because when she gets drunk she accuses me of using her. (It's true, I am.) Is it  to use her by staying in her home without really liking her much? I feel it's my turn to leech, and I'd like to stick it out until I retire in about a year. --     It's  with me as long as it's  with you. But don't kid yourself. You're not living there rent-free. Tolerating an unpleasant drunk is the price you're paying, and only you can determine whether it's worth it."
141,2019-11-11,"  I'm originally from another country and have been living in the U.S. for about a decade. Is there a rule of etiquette for kids' play dates?Quite often, I have invited my child's school friends or the neighbor children to my home for play dates, but their parents never return the courtesy. If my child wants to keep having play dates with those children, should I continue inviting them?I sometimes feel I could be making the parents uncomfortable, but I feel my child's socialization is more important than what the other parents might think. Am I setting myself up for abuse from those other parents by sending the message that I don't mind always being the host? --    Kudos to you for helping your child to socialize and inviting the children into your home. However, not all parents feel as comfortable as you do about having children over, or are as able to do so. Whether or not you are being taken advantage of, I can't say. But perhaps it's better that you have the children in your home where you can observe and supervise what's going on than they be someplace where you can't."
142,2019-11-12,"  I'm recently divorced. We have two wonderful children ages 6 and 11. I try to spend as much time with them as possible because it's important to me, even if it means spending time with my ex-wife.The woman I am dating is also divorced. She has a bad relationship with her ex and doesn't think I should spend any time with my ex, even if it's for the sake of the kids. An example: My daughter's birthday is coming up, and it is my ex's day with the kids. However, we will be going out for a birthday dinner, and my girlfriend doesn't think I should go.I'm not torn about going to dinner. I am torn about how to deal with the new girlfriend regarding my relationship with my kids and ex-wife. Any suggestions? --     Yes, and I sincerely hope you will take this to heart. What you have described is a huge red flag. Lose this girlfriend now. She appears to be both selfish and insecure, and she will worsen your relationship with your ex and destroy your relationship with your children if she can."
143,2019-11-12,"  My partner and I have a long, loving relationship. But there's always been this one little problem. When we're out in public, I ask him to ""please pull up your pants"" and ""please not put your hand down your pants."" He gets upset that I call him out on it, but it's embarrassing for me, and I feel like it should be for him, too. How can I stop him from letting his pants be a problem? (They are nice slacks with button, zipper and belt!) --       Buy your partner a pair of suspenders and insist that he wear them when he's out in public with you. (It should lessen his need to put his hand down his pants, a habit that should have been ""discouraged"" before he entered kindergarten.)"
144,2019-11-13,"  I have my granddaughters write thank-you notes to everyone who gave them presents for Christmas, birthdays and special events. They are 7 and 8 years old now. They have fun drawing pictures and mailing the letters, and the recipients enjoy receiving their notes. I would like to order your Letters Booklet because it contains samples of many other types of correspondence. --   ,   You are giving your granddaughters an early lesson in good manners, and your idea of having them draw pictures on their thank-you notes is clever. Because most children like to draw, some parents have their children do this before they learn to write.As your granddaughters grow older, suggest that they keep a notebook handy when they open their gifts and jot down the first thing that comes to mind when they see the gift. Do they like the color? The style? Is it something they have been wanting? Write it down and use it for inspiration.My booklet is helpful for people of all ages who put off writing because they don't know what to say. It can be ordered by sending your name and mailing address, plus check or money order for $8 (U.S. funds), to Dear Abby Letters Booklet, P.O. Box 447, Mount Morris,  61054-0447. Shipping and handling are included in the price. Inside you will find many samples that can be used as patterns from which to write your own. For anyone who has ever wondered where to begin when writing a note of thanks, congratulations, condolences, composing a love letter or the opposite -- announcing a broken engagement or a decision to divorce -- ""How to Write Letters"" is a handy guide for putting words down on paper."
145,2019-11-13,"  A close friend of mine recently confided that at a recent office happy hour, after most of her co-workers went home, she made out with a married manager. After that, they went to another bar, after which he eventually paid a $200 taxi ride for her to go to her parents' house where she was spending the weekend. Now they text after work hours (presumably while he is home with his wife and kids), and he has invited her out to lunch and drinks, which she has rebuffed.I asked her what their goal was for this ""relationship"" -- do they want an affair? Something more? She says they are just friends, and she's mad at me for even questioning it. She just broke up with her longtime boyfriend, and I don't want her to get hurt by getting involved with this man from her office. Any advice? --        You asked your friend an intelligent question. Now it's time to step back out of the line of fire. This will not end well, and somebody is going to be unhappy as this unfolds. Do not let it be you."
146,2019-11-14,"  My mother-in-law is contemplating a move to the small Southern town my husband and I have called home for more than 10 years. She's a vibrant, well-to-do Southern lady with many friends and family in the big city where she has lived her entire life. The problem is, I really don't want her to live near us. We have five children whom she constantly tries to tell me how to raise, and I'm not sure she even likes the children.I don't know why she wants to make this drastic move because she ridiculed us when we relocated. For that matter, she ridicules us about everything we do. (We are relatively normal, boring people.) My husband has stayed quiet about the situation.How can I tell her we would prefer she stay in the big city without hurting her feelings? We visit her often, and she visits us. This arrangement has worked for many years. --        What exactly do you mean when you say your husband has stayed quiet about this whole situation? Do you know what is driving your mother-in-law's decision to move closer? Could she be concerned about her age and her health, and feel insecure being so far from ""family""?If it's not a health problem, then you and your husband are going to have to speak up. Your mother-in-law should be told that the two of you do not agree with her parenting advice, that you feel she has ridiculed you and your husband for years, and you would prefer that she remain where she is. And if she makes the move anyway -- which she may -- keep your distance."
147,2019-11-14,"  My twin sister and I are roommates. Although we usually get along well, she does one thing in particular that bothers me. When she goes out on a date (or home) with a guy she doesn't want me to know about, she lies. She'll tell me she's at a happy hour, a friend's house or still at work. I realize she doesn't have to tell me where she is 24/7, but I hate being lied to.It scares and upsets me when midnight rolls around on a weeknight, she still hasn't returned from her ""happy hour,"" and won't answer my texts or calls. I have told her numerous times that for safety reasons I wish she'd be honest and let me know where she's going and whom she's with. She accuses me of trying to pry into her personal life. How can I get her to see my side? --       People who keep secrets often have something to hide. If your sister were proud of what she's doing (and the men she is with), she wouldn't be so secretive. As well-intentioned as you are, you can't force her to level with you. And because of that, it might lower the stress in your life if the two of you make other living arrangements."
148,2019-11-15,"  I am engaged to the love of my life (""Tom""), and I dread making the guest list for our wedding. I don't want any of my cousins there. The young ones are rude and obnoxious, and the one who's an adult I no longer talk to. I asked my mom what to do. She said if we invite any kids, then we must invite all of them.We would like my fiance's young nieces and nephews to be in the wedding party. Tom said he isn't inviting anyone he doesn't want there. A few family members invited me to their weddings because my parents were invited, but I don't feel I know them well enough to invite them to mine, although one couple was kind enough to get us an engagement present. I want to be nice, but I don't want any nonsense. Please help. --      Your mother has the right idea. Listen to her. Weddings can bring families together, but they can also do the opposite. The relatives you are thinking of excluding are the children of your parents' siblings. If you don't know them well, be gracious. Should you snub them while including your fiance's nieces and nephews, word will get back to them -- trust me on that -- and the negative repercussions could last for many years and affect not just you but also your parents."
149,2019-11-15,"  I work for a large company that handles calls from all around the U.S. It amazes me how many people call and don't realize we can't hear them when their  is blaring, their kids are screaming or their dogs are barking.My plea to callers: Please choose a quiet, uninterrupted time so we can help you. Also, we are able to hear you when you are using the bathroom during your call, and that includes every little sound you are making. It's not pleasant, thank you very much!And when we ask you for your mailing address, try to remember that we are not around the block from you. Give us your entire address, including the  code, because lots of states have towns with the same names. And oh, by the way, when you're eating that snack, the crunching and bag crumpling are like explosions in our ears.Please help us to help you when you call, and be courteous. We are regular people just like you. --        I hear you loud and clear, and so do my readers. I'm printing your letter because sometimes ""regular people"" just need to be reminded."
150,2019-11-16,"  I have some bad memories connected with my mother, who was physically abusive. It wasn't consistent, but sometimes she would lose it, and I was beaten quite badly a few times. It weighs on my mind intermittently, and I want to have a conversation with her about it. Then I remind myself that it occurred more than 40 years ago.I'm 48 now, and she's 74, and it would probably make her extremely upset. Because I'm an adult, shouldn't I be able to process this on my own? I'm inclined to let it go, but it still pops up in my thoughts. Any advice? --      You are a survivor of sometimes serious physical abuse. There are no ""shoulds"" when survivorship is involved. If you feel the need to talk this through with your mother, then do exactly that because you are entitled. She may not want to hear what you have to say, but unless she's on her deathbed, she should be strong enough to withstand a frank conversation. However, before you approach her, I suggest you first talk with a therapist who is licensed and experienced in counseling victims of abuse."
151,2019-11-16,"  I own a hair salon and love my job. I make a determined effort not to bring my problems to work, to be positive and not gossip. Unfortunately, my clients don't always return the favor.I understand people need a sounding board, but it's exhausting to hear about every ache, pain and bruise as well as other negative tidbits. How do I tactfully let these people know my shoulders are only so broad, and their complaints are wearing me down? --           I urge you to resist the temptation. ""Hairdresser as Confidant and Confessor"" has been in existence since the cosmetology profession started. If your clients need to get something off their shoulders (besides their tresses), give them the gift of a willing ear. This is so important that in some communities hairdressers are being taught the signs of domestic abuse and where to refer the victims."
152,2019-11-17,"  I have been working through major anxiety issues with a therapist for the last few months. Sometimes he is very helpful; other times he goes off on tangents, talking about topics I don't feel the need to discuss (and things that don't necessarily pertain to me). I find it frustrating, and at times, it makes me angry (although I keep that to myself). How can I keep my therapist on track? Or, how can I break up with him without just ghosting him? --       As a patient, you are in a vulnerable position. Many times a patient will feel hesitant to tell a therapist that a line of conversation seems uncomfortable or irrelevant. However, because it is uncomfortable you should not let that stop you. Your therapist may explain to you why he is pursuing the issues. You can then accept or reject the explanation. If you continue to feel uncomfortable after that, you can ""disengage"" via a letter or a phone call. Ghosting is the coward's way out, and I don't recommend it."
153,2019-11-17,"  I don't know how to refer to the man I love. We are both older and have been living together for years. Introducing him as my ""boyfriend"" makes me feel like a kid in a short-term relationship. I can't use ""husband"" because we get our full benefits being single. (If we marry, we could lose half our income.)I tried ""partner,"" but people assumed I was speaking of a business partner or a same-sex partner. ""Lover"" comes across as an extramarital affair. There has to be another word for a couple who lives together for years, like in a marriage, but who cannot marry. --       You might refer to the gentleman as your honey, your sweetheart, your loved one or spouse -- or simply by his name. Most of the people with whom you are speaking probably know you live together, and if they are new acquaintances, there is no requirement that you explain your marital or financial situation."
154,2019-11-18,"  My wife and I have been married 27 years. We love each other and raised two beautiful children together.When we started dating, we were both smokers. My wife quit 20 years ago, but I continued. Two years ago, my wife told me no more sex until I do. Abby, I smoke only about 15 cigarettes a day and never in the house or car. I know it's terrible for my health, and I need to quit, but I enjoy it.So it has been two years since we have had any intimate contact. I barely can get a kiss out of her because she says she can't stand the smell. I'm only 50, and I enjoy having sex. I don't know how much more of this I can take. Is my wife right by putting her foot down like this? She has never been a big fan of sex, but she has always satisfied me. I think this is her way of avoiding sex.I know she's doing it because she loves me, but I have a hard time accepting it. I have tried numerous times to quit and have used medication, hypnosis, gum, etc., to no avail. Please help. --  ,     A.S.N.S.: Forgive me if I seem to lack empathy, but I don't think you are aware of how the odor of stale tobacco affects former smokers. It is gross. The smoke clings to the smoker's skin, hair and clothing, and it's the polar opposite of an aphrodisiac.Because medication, hypnosis, gum, etc. have not helped you to kick the habit, what's left is the old-fashioned way: cold turkey. The American Cancer Society sponsors an event every year called The Great American Smokeout. This year it is on Thursday, Nov. 21.The theory behind it is, if someone can refrain from smoking for one day, he or she can build upon that for two days, a week, a month, etc. Many former smokers have quit this way, and if sex is as important to you as you say, I urge you to try it. (If you tell your wife you accept her terms, your situation may improve dramatically.)"
155,2019-11-18,"  I have a disagreement with a friend about the difference between a conventional affair and an online affair. My friend insists the latter isn't an affair because it isn't physical. My opinion is, when you connect with someone online, you develop an emotional attachment to your online friend. This attachment is no different than having a physical affair. It can damage or destroy a marriage when you sneak around and lie to your mate. Do you agree? --      I do agree. A relationship that involves sneaking around and lying to one's spouse is a betrayal, regardless of whether or not it's physical."
156,2019-11-19,"  My husband and I have a happy, adorable 18-month-old son. Understandably, he's the light of our lives.Early in my pregnancy, I decided to not post a pregnancy announcement or pictures of him on social media. I felt my son should have the autonomy to build his own social media presence as he saw fit. During the past year, I have felt comfortable sharing about five pictures of him with my 40-plus close friends and family who follow that social media account.My mother-in-law has been posting pictures of my son to her social media account for a while now. It bothered me, but I didn't voice any concerns because I didn't want to overreact. A few weeks ago, my husband texted her a picture of our son, himself and me. A few hours later, it ended up on her social media account with a filter altering the picture's original color!My husband and I became extremely upset about it, and my husband agreed to tell her that she could no longer share pictures of our son on social media. Is this appropriate? I don't want to be one of those controlling, domineering parents, but I firmly believe that my mother-in-law should have asked permission prior to sharing any pictures of our son. Am I correct? --       You and your husband should ask yourselves what has upset you more -- that his mother shared a family picture with her circle of friends (as you have with 40-plus of yours) or that she altered the color. If you prefer she post no more pictures, ask her to stop and explain why. If it's the fact that she took artistic license, I think you are overreacting and you should let it go."
